Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
5/6/2017,Saving Bank account 1,Food,Lunch,Paneer masala + hara bhara kabab 6 pcs,330,Expense,INR
5/5/2017,Saving Bank account 1,Food,Dinner,Bhendi masala 30 + 3 chapati,45,Expense,INR
5/5/2017,Cash,Food,beverage,sugarcane juice,20,Expense,INR
5/5/2017,Saving Bank account 1,Food,breakfast,Bread,33,Expense,INR
5/5/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
5/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
5/4/2017,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296,Expense,INR
5/3/2017,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,INR
5/3/2017,Cash,Transportation,Train,40 Place 0 to Place 3 return+ 20 single,60,Expense,INR
5/3/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
5/3/2017,Cash,Transportation,Train,Place 0 to Place 6 return,10,Expense,INR
5/3/2017,Saving Bank account 1,Household,Kitchen,Gas stove elica 3 burner,8825,Expense,INR
5/3/2017,Saving Bank account 1,Gift,,Decathlon shoes,1811,Expense,INR
5/3/2017,Cash,Transportation,train,Place 3 to Place 2 sevagram,1100,Expense,INR
5/3/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR
5/2/2017,Saving Bank account 1,Health,Medicine,Q-dee strip,40,Expense,INR
5/2/2017,Saving Bank account 1,Apparel,Footwear,Puma Troy mu running shoes,2421,Expense,INR
5/2/2017,Saving Bank account 1,Food,Tea,2 cups,20,Expense,INR
5/2/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
5/1/2017,Cash,maid,,,1000,Expense,INR
5/1/2017,Saving Bank account 1,Food,Dinner,2 Fried rice,321,Expense,INR
5/1/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
5/1/2017,Cash,Transportation,Train,2 Place 0 to WS single,10,Expense,INR
5/1/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
5/1/2017,Saving Bank account 1,Apparel,Clothing,Shorts for Family,399,Expense,INR
5/1/2017,Saving Bank account 1,Apparel,Clothing,H&M Tshirt for Family,599,Expense,INR
5/1/2017,Saving Bank account 1,Other,,To savings account,100,Expense,INR
5/1/2017,Saving Bank account 1,Food,flour mill,M D sure 1kg atta,47,Expense,INR
5/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
5/1/2017,Saving Bank account 1,Money transfer,,,10000,Expense,INR
4/30/2017,Saving Bank account 1,Food,Ice cream,chocobar,10,Expense,INR
4/30/2017,Saving Bank account 1,Salary,,From workplace ,56957,Income,INR
4/30/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
4/30/2017,Cash,Food,fruits,6 bananas,25,Expense,INR
4/30/2017,Saving Bank account 1,Food,Dinner,Chicken lollypop 8 pcs,221,Expense,INR
4/30/2017,Cash,Food,snacks,2 Pani Puri+ 1 samosa chat,110,Expense,INR
4/30/2017,Saving Bank account 1,Food,Grocery,Chota bread,17,Expense,INR
4/30/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
4/28/2017,Saving Bank account 1,Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30,Expense,INR
4/28/2017,Saving Bank account 1,subscription,Netflix,1 month subscription,149,Expense,INR
4/27/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
4/26/2017,Saving Bank account 1,Gift,,farewell contribution,385,Expense,INR
4/25/2017,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,INR
4/25/2017,Cash,Transportation,auto,Place 6 station to college,10,Expense,INR
4/25/2017,Cash,Transportation,Train,2 Place 0 to Place 6 return,20,Expense,INR
4/25/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
4/25/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
4/24/2017,Saving Bank account 1,Other,,Family's Wristwatch repair,170,Expense,INR
4/23/2017,Saving Bank account 1,Food,vegetables,Ladyfinger pav kg,15,Expense,INR
4/23/2017,Saving Bank account 1,Food,snacks,2 Veg puff,40,Expense,INR
4/22/2017,Saving Bank account 1,Food,beverage,sugarcane juice,20,Expense,INR
4/22/2017,Saving Bank account 1,Transportation,Train,Place 0 to Vikhroli return,30,Expense,INR
4/22/2017,Saving Bank account 1,Food,Grocery,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205,Expense,INR
4/21/2017,Saving Bank account 1,Health,Medicine,Q-dee strip,40,Expense,INR
4/21/2017,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261,Expense,INR
4/20/2017,Saving Bank account 1,Household,Kirana,Smart point,621.68,Expense,INR
4/20/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
4/18/2017,Saving Bank account 1,Food,Ice cream,Raspberry dolly,20,Expense,INR
4/18/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,INR
4/17/2017,Saving Bank account 1,Food,Dinner,"The X restaurant, Place 1",1076,Expense,INR
4/17/2017,Saving Bank account 1,Family,clothes,H&M clothes,1497,Expense,INR
4/16/2017,Saving Bank account 1,subscription,Tata Sky,,192,Expense,INR
4/14/2017,Saving Bank account 1,Family,Pocket money,,5000,Expense,INR
4/12/2017,Saving Bank account 1,Food,breakfast,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,125,Expense,INR
4/10/2017,Saving Bank account 1,Food,beverage,sugarcane juice,20,Expense,INR
4/10/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
4/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
4/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
4/6/2017,Saving Bank account 1,Transportation,train,Place 6 to Place 2 - 3Tier AC cancellation charges,213.6,Expense,INR
4/5/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
4/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
4/4/2017,Saving Bank account 1,Food,Ice cream,chocobar (25)+ chocolate cup (20),45,Expense,INR
4/3/2017,Saving Bank account 1,Food,snacks,1 chicken shawarma,60,Expense,INR
4/3/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR
4/1/2017,Cash,Food,snacks,egg roll,40,Expense,INR
4/1/2017,Cash,Food,Grocery,Half kg potato,10,Expense,INR
4/1/2017,Cash,Food,Grocery,Sambar masala (32)+ 2 milkybar,52,Expense,INR
4/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
4/1/2017,Saving Bank account 1,Money transfer,,,10000,Expense,INR
3/31/2017,Saving Bank account 1,Salary,,From workplace ,56102,Income,INR
3/31/2017,Cash,Transportation,Train,2 Place 0 to dadar return,60,Expense,INR
3/31/2017,Cash,Transportation,Taxi,siddhivinayak to shiv sena bhavan,30,Expense,INR
3/31/2017,Cash,Transportation,Taxi,Dadar West to siddhivinayak,30,Expense,INR
3/31/2017,Cash,Food,Lunch,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495,Expense,INR
3/31/2017,Cash,Transportation,auto,Place 4 station to Place 4 plaza,15,Expense,INR
3/31/2017,Cash,Household,Hardware,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500,Expense,INR
3/31/2017,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,INR
3/31/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
3/30/2017,Saving Bank account 1,Interest,,interest paid,508,Income,INR
3/30/2017,Saving Bank account 1,Household,Kirana,,245,Expense,INR
3/28/2017,Cash,Food,beverage,Soda water,12,Expense,INR
3/27/2017,Saving Bank account 1,Household,Appliances,USB cord,260,Expense,INR
3/27/2017,Saving Bank account 1,Food,Milk,milk 1lit ,60,Expense,INR
3/26/2017,Saving Bank account 1,Household,Kirana,Smart,786,Expense,INR
3/26/2017,Saving Bank account 1,Food,Milk,milk 1 lit,60,Expense,INR
3/25/2017,Cash,Food,Grocery,Dahi 2 packets,20,Expense,INR
3/25/2017,Saving Bank account 1,Gpay Reward,,reward Gpay,6,Income,INR
3/25/2017,Saving Bank account 1,Health,Medicine,Tablet,29,Expense,INR
3/25/2017,Saving Bank account 1,Health,Medicine,Jel,110,Expense,INR
3/25/2017,Saving Bank account 1,Transportation,Travels,Place 2 to Place 1,900,Expense,INR
3/25/2017,Cash,Health,Hospital,Doctor Fees,150,Expense,INR
3/25/2017,Cash,Food,Milk,milk 1 lit,60,Expense,INR
3/23/2017,Saving Bank account 1,Family,Pocket money,,3000,Expense,INR
3/23/2017,Saving Bank account 1,Food,beverage,3 sugarcane juice,60,Expense,INR
3/23/2017,Saving Bank account 1,Other,,Fifa 21 pc,1499,Expense,INR
3/22/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,20,Expense,INR
3/22/2017,Cash,Transportation,auto,,50,Expense,INR
3/22/2017,Cash,Household,Furniture,Mattress advance,500,Expense,INR
3/22/2017,Cash,Transportation,auto,within city,33,Expense,INR
3/22/2017,Cash,Transportation,Bus,2 Place 6 to Place 7,18,Expense,INR
3/22/2017,Cash,Transportation,Train,2 Place 0 to WS returns,20,Expense,INR
3/22/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
3/22/2017,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,600,Expense,INR
3/20/2017,Saving Bank account 1,Household,Appliances,2 Spike guard,450,Expense,INR
3/19/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,INR
3/18/2017,Cash,Food,snacks,2 samosa (32) + 25 Pani Puri,57,Expense,INR
3/18/2017,Saving Bank account 1,Food,Grocery,,160,Expense,INR
3/18/2017,Cash,Food,fruits,Grapes + apple + guava,310,Expense,INR
3/16/2017,Cash,Other,,scrap,70,Income,INR
3/16/2017,Saving Bank account 1,subscription,Wifi Internet Service,6 months ( 30mb UL plan + 1 month free),2820,Expense,INR
3/15/2017,Cash,Household,Kitchen,drainage powder,50,Expense,INR
3/15/2017,Cash,Household,Kirana,2 toast+ 2 parle g + Marie gold,111,Expense,INR
3/15/2017,Cash,Food,Ice cream,2 softy,40,Expense,INR
3/14/2017,Cash,Household,Hardware,2 bath stool,300,Expense,INR
3/13/2017,Cash,Food,Grocery,,100,Expense,INR
3/13/2017,Cash,Household,Hardware,Wall hanging clipboard,400,Expense,INR
3/13/2017,Cash,Beauty,grooming,hair cut,100,Expense,INR
3/13/2017,Cash,Household,Hardware,ceiling fans repair,1600,Expense,INR
3/12/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
3/12/2017,Cash,Food,beverage,2 sugarcane juice,40,Expense,INR
3/12/2017,Cash,Food,Lunch,pav bhaji pav(90) + 4 pav extra(40),130,Expense,INR
3/12/2017,Cash,Culture,Movie,2 Batman tickets,440,Expense,INR
3/12/2017,Cash,Transportation,Train,2 Place 0 to Place 4 return,40,Expense,INR
3/12/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,INR
3/11/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,INR
3/11/2017,Cash,Transportation,Train,2 Place 0 to WS returns,20,Expense,INR
3/11/2017,Cash,Food,snacks,bhel + shev puri,60,Expense,INR
3/11/2017,Saving Bank account 1,Food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200,Expense,INR
3/10/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1,1599.98,Expense,INR
3/10/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296,Expense,INR
3/10/2017,Saving Bank account 1,Food,Milk,milk 1lit ,62,Expense,INR
3/10/2017,Saving Bank account 1,Food,snacks,3 plate kachori,72,Expense,INR
3/10/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
3/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
3/9/2017,Cash,Food,beverage,2 orange juices,100,Expense,INR
3/9/2017,Saving Bank account 1,Food,Grocery,2 Schwan chutteny + 2 cheese cube + amul butter,100,Expense,INR
3/8/2017,Saving Bank account 1,Food,Ice cream,naturals,150,Expense,INR
3/7/2017,Cash,Food,fruits,1 kg apple + grapes 0.5 kg,190,Expense,INR
3/7/2017,Cash,Food,Grocery,,105,Expense,INR
3/7/2017,Saving Bank account 1,Food,Ice cream,vanilla ice cream cups 2,20,Expense,INR
3/7/2017,Saving Bank account 1,Food,Milk,milk 1lit ,62,Expense,INR
3/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
3/7/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR
3/6/2017,Cash,Food,Milk,milk 1lit ,62,Expense,INR
3/6/2017,Cash,Food,breakfast,2 plate medu vada + 2 pcs dal vada,45,Expense,INR
3/5/2017,Cash,Apparel,Footwear,footwear repair,10,Expense,INR
3/5/2017,Cash,Household,Toiletries,plastic kharata + brush,140,Expense,INR
3/5/2017,Saving Bank account 1,Food,Grocery,,949,Expense,INR
3/5/2017,Cash,Transportation,auto,Place 0 to sec 21,30,Expense,INR
3/5/2017,Cash,Food,beverage,sugarcane juice 2,30,Expense,INR
3/5/2017,Cash,Transportation,Train,Place 0 to Place 6 return 2,20,Expense,INR
3/5/2017,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,INR
3/5/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
3/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
3/4/2017,Cash,Food,Ice cream,vanilla ice cream cups 2,20,Expense,INR
3/3/2017,Saving Bank account 1,Food,Grocery,milk 1 lit + butter milk + srikhand pav kg,148,Expense,INR
3/1/2017,Cash,Household,Hardware,measuring tape,50,Expense,INR
3/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
3/1/2017,Saving Bank account 1,Money transfer,,,10000,Expense,INR
2/28/2017,Cash,Transportation,Taxi,within city,40,Expense,INR
2/28/2017,Saving Bank account 1,Salary,,From workplace ,56021,Income,INR
2/28/2017,Cash,Food,Grocery,sabudana + rajgira ladu,85,Expense,INR
2/28/2017,Cash,Transportation,auto,Place 0 to Current Residence,30,Expense,INR
2/28/2017,Cash,Transportation,Train,2 Place 3m to vadala rd,10,Expense,INR
2/28/2017,Cash,Transportation,Bus,BEST 138 - Marine drive to Place 3m,12,Expense,INR
2/28/2017,Cash,Food,Tea,,10,Expense,INR
2/28/2017,Cash,Other,,fine,400,Expense,INR
2/28/2017,Saving Bank account 1,Food,Dinner,At restaurant,2421,Expense,INR
2/28/2017,Cash,Transportation,Train,2 Santacruz to churchgate,20,Expense,INR
2/28/2017,Cash,Food,breakfast,sugarcane juice 2,30,Expense,INR
2/28/2017,Cash,Transportation,auto,share auto - mumbai University Kalina to Santacruz station,40,Expense,INR
2/28/2017,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,INR
2/28/2017,Cash,Transportation,Train,2 Santacruz return,80,Expense,INR
2/28/2017,Cash,Transportation,auto,Santacruz to Kalina University,57,Expense,INR
2/27/2017,Cash,Transportation,Train,2 TB return,40,Expense,INR
2/27/2017,Cash,Transportation,auto,Place 0 to Current Residence,30,Expense,INR
2/27/2017,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,INR
2/27/2017,Saving Bank account 1,Food,Lunch,6 chapati(8 rs) + half rice,88,Expense,INR
2/27/2017,Cash,Household,Appliances,3 Wall clock cell,55,Expense,INR
2/27/2017,Saving Bank account 1,Food,Milk,milk 1lit  + amul butter milk,76,Expense,INR
2/26/2017,Cash,Transportation,Train,Place 0 to WS returns,20,Expense,INR
2/26/2017,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,INR
2/26/2017,Saving Bank account 1,Household,Kirana,,846,Expense,INR
2/26/2017,Cash,Household,Kitchen,dustbin + basin sink cover,360,Expense,INR
2/26/2017,Saving Bank account 1,Food,snacks,2 Jumbo king burger,58,Expense,INR
2/25/2017,Saving Bank account 1,Household,Appliances,exide inverter battery 150amp,8500,Expense,INR
2/25/2017,Cash,Household,Appliances,tube and inverter fitting,1600,Expense,INR
2/25/2017,Cash,Household,Kitchen,hp cylinder,920,Expense,INR
2/25/2017,Saving Bank account 1,Food,Dinner,veg paneer tikka 4 roti,318,Expense,INR
2/25/2017,Saving Bank account 1,subscription,Tata Sky,,100,Expense,INR
2/25/2017,Saving Bank account 1,Food,Lunch,veg triple Schwan fried rice,247,Expense,INR
2/24/2017,Cash,Food,Grocery,milk 1 lit + butter milk,75,Expense,INR
2/24/2017,Cash,Food,Tea,3 tea yevle amrutullya,30,Expense,INR
2/24/2017,Cash,Food,Lunch,At restaurant,100,Expense,INR
2/23/2017,Cash,Food,Ice cream,2 vanilla + 2 butterscotch,80,Expense,INR
2/22/2017,Cash,Education,Stationary,stamp pad,30,Expense,INR
2/22/2017,Saving Bank account 1,Transportation,Taxi,Place 2 to Place 1,5500,Expense,INR
2/21/2017,Cash,Food,snacks,pav vada,10,Expense,INR
2/19/2017,Cash,Money transfer,,To Family,23,Expense,INR
2/19/2017,Cash,Food,beverage,sugarcane juice 2,30,Expense,INR
2/19/2017,Cash,Education,Stationary,laminated colour print out,25,Expense,INR
2/19/2017,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,498,Expense,INR
2/18/2017,Cash,Family,Pocket money,,500,Expense,INR
2/18/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,INR
2/16/2017,Saving Bank account 1,Gift,,farewell contribution,400,Expense,INR
2/15/2017,Saving Bank account 1,Life Insurance,,,11286,Transfer-Out,INR
2/13/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,INR
2/12/2017,Saving Bank account 1,Other,,laptop repair (format 350 + quick heal pro 500),850,Expense,INR
2/11/2017,Cash,Other,, courier,75,Expense,INR
2/11/2017,Cash,Food,snacks,single pav vada,10,Expense,INR
2/11/2017,Cash,Family,Pocket money,,1000,Expense,INR
2/10/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
2/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
2/8/2017,Saving Bank account 1,Gift,,Handbag to Family,1499,Expense,INR
2/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
2/6/2017,Cash,Food,fruits,half kg chiku,30,Expense,INR
2/6/2017,Cash,Food,fruits,1 kg apple,140,Expense,INR
2/6/2017,Cash,Food,Grocery,vegetables,195,Expense,INR
2/6/2017,Saving Bank account 1,Food,Grocery,jira + toast pav kilo,110,Expense,INR
2/5/2017,Cash,Transportation,auto,within city,40,Expense,INR
2/5/2017,Cash,Food,Tea,,10,Expense,INR
2/5/2017,Cash,Transportation,Bus,N to M,330,Expense,INR
2/5/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
2/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
2/4/2017,Cash,Apparel,Laundry,clothes ironing,38,Expense,INR
2/4/2017,Saving Bank account 1,Food,beverage,5 pouch of shreejal,60,Expense,INR
2/4/2017,Cash,Food,snacks,samosa + sabudana vada,53,Expense,INR
2/4/2017,Cash,Food,Milk,half liter buffalo,30,Expense,INR
2/3/2017,Cash,Health,Medicine,meftal spas,8,Expense,INR
2/3/2017,Saving Bank account 1,Food,Dinner,parath + chicken biryani,412.25,Expense,INR
2/3/2017,Cash,Food,beverage,shreejal 1,12,Expense,INR
2/3/2017,Cash,Food,breakfast,parle top biscuits,10,Expense,INR
2/3/2017,Saving Bank account 1,Food,snacks,chicken roll,50,Expense,INR
2/3/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,INR
2/2/2017,Saving Bank account 1,Food,Dinner,At restaurant,1160,Expense,INR
2/2/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,INR
2/1/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,INR
2/1/2017,Saving Bank account 1,Food,Milk,half liter buffalo,33,Expense,INR
2/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
2/1/2017,Saving Bank account 1,Money transfer,,,10000,Expense,INR
1/31/2017,Saving Bank account 1,Salary,,From workplace ,63101,Income,INR
1/31/2017,Saving Bank account 1,Food,Milk,half liter buffalo,35,Expense,INR
1/30/2017,Saving Bank account 1,Food,Milk,half liter buffalo,35,Expense,INR
1/30/2017,Cash,Food,snacks,single pav vada,15,Expense,INR
1/29/2017,Cash,Food,Dinner,3 parathe ( 80 mix veg + 70 methi + 100 paneer aloo),250,Expense,INR
1/29/2017,Cash,Food,snacks,cheese chilli toast sandwich 1,60,Expense,INR
1/29/2017,Cash,Food,snacks,2 Shegaon kachori (nasik),30,Expense,INR
1/29/2017,Saving Bank account 1,Food,breakfast,brown bread,35,Expense,INR
1/29/2017,Cash,Food,Milk,half liter buffalo,35,Expense,INR
1/29/2017,Cash,Transportation,auto,within city,30,Expense,INR
1/29/2017,Cash,Transportation,Bus,2 tickets Place 2 to N,510,Expense,INR
1/29/2017,Cash,Transportation,auto,within city,30,Expense,INR
1/23/2017,Saving Bank account 1,subscription,Tata Sky,,181,Expense,INR
1/23/2017,Saving Bank account 1,Gift,,Birthday gift,649,Expense,INR
1/22/2017,Saving Bank account 1,Family,Pocket money,,2000,Expense,INR
1/22/2017,Cash,Food,Grocery,,410,Expense,INR
1/21/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge,149,Expense,INR
1/20/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,INR
1/19/2017,Cash,Food,snacks,2 Bombay vada pav,20,Expense,INR
1/19/2017,Saving Bank account 1,Family,medicine,syrup,145,Expense,INR
1/16/2017,Cash,Transportation,auto,GHroad to Permanent Residence,40,Expense,INR
1/16/2017,Saving Bank account 1,Household,Furniture,chair pair,2400,Expense,INR
1/16/2017,Saving Bank account 1,Other,,adhar pvc card order,50,Expense,INR
1/15/2017,Cash,Food,Grocery,chole + shev,140,Expense,INR
1/15/2017,Cash,Food,Grocery,fruits and vegetables + kirana,540,Expense,INR
1/11/2017,Cash,Food,Grocery,3 chips packets + bread,45,Expense,INR
1/11/2017,Saving Bank account 1,Health,Medicine,adulsa ( tonic for cough ),90,Expense,INR
1/10/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
1/10/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Transfer-Out,INR
1/10/2017,Cash,Food,fruits,1 kg apple + bananas,160,Expense,INR
1/9/2017,Saving Bank account 1,Food,Grocery,Himalaya soap(30) + Sofie (59) + kitkat (10),99,Expense,INR
1/9/2017,Cash,Beauty,grooming,hair cut+shaving,80,Expense,INR
1/8/2017,Saving Bank account 1,subscription,Netflix,1 month subscription,149,Expense,INR
1/8/2017,Cash,Transportation,auto,Place 2 bus stand to Permanent Residence,50,Expense,INR
1/7/2017,Saving Bank account 1,Food,snacks,woffel,175,Expense,INR
1/7/2017,Cash,Transportation,auto,Current Residence to hotel on highway,50,Expense,INR
1/7/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Transfer-Out,INR
1/6/2017,Saving Bank account 1,Transportation,Travels,Place 1 to Place 2 - Novelty tour and travels,1396.5,Expense,INR
1/6/2017,Saving Bank account 1,Food,Dinner,veg paneer tikka 3 roti,294,Expense,INR
1/6/2017,Cash,Food,Milk,milk 0.5 lit ,31,Expense,INR
1/6/2017,Cash,Household,Appliances,moscuito racket,200,Expense,INR
1/6/2017,Saving Bank account 1,Food,snacks,4 Shegaon kachori,48,Expense,INR
1/5/2017,Saving Bank account 1,Recurring Deposit,,,1000,Transfer-Out,INR
1/5/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Transfer-Out,INR
1/5/2017,Cash,Household,Appliances,inverter battery check,100,Expense,INR
1/5/2017,Cash,Food,Milk,milk 0.5 lit ,31,Expense,INR
1/5/2017,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301,Expense,INR
1/4/2017,Cash,Food,Grocery,biscuits+icecream,40,Expense,INR
1/3/2017,Saving Bank account 1,subscription,Edtech Course,,2816.92,Expense,INR
1/3/2017,Cash,Food,Grocery,fruits and vegetables,140,Expense,INR
1/3/2017,Cash,Food,chocolate,Pastry 2,50,Expense,INR
1/3/2017,Cash,Food,Tea,yevle amrutullya,20,Expense,INR
1/3/2017,Saving Bank account 1,Food,Milk,milk 0.5 lit ,31,Expense,INR
1/3/2017,Cash,Food,Lunch,2 uttapam,310,Expense,INR
1/3/2017,Cash,Food,Water,,70,Expense,INR
1/3/2017,Cash,Food,Lunch,farm house pizza,330,Expense,INR
1/3/2017,Cash,Culture,Movie,Imax 3D,400,Expense,INR
1/3/2017,Cash,Transportation,train,Place 0 to WS returns,20,Expense,INR
1/3/2017,Cash,Transportation,auto,Current Residence to Place 0,30,Expense,INR
1/2/2017,Cash,Transportation,auto,Current Residence to Place 0,60,Expense,INR
1/2/2017,Cash,Household,Kitchen,belan,110,Expense,INR
1/2/2017,Saving Bank account 1,Food,Dinner,1 veg noodles + 1 chicken soup + 1 egg fried rice,386,Expense,INR
1/1/2017,Saving Bank account 1,Food,Grocery,fruits and vegetables,510,Expense,INR
1/1/2017,Saving Bank account 1,Health,Medicine,antibiotics,354,Expense,INR
1/1/2017,Cash,Food,Grocery,1kg atta,40,Expense,INR
1/1/2017,Saving Bank account 1,Household,Kitchen,Channi + viper+ ghasni,50,Expense,INR
1/1/2017,Saving Bank account 1,Food,Dinner,pizza meal,340,Expense,INR
1/1/2017,Saving Bank account 1,Health,Hospital,Doctor Fees,300,Expense,INR
1/1/2017,Saving Bank account 1,Public Provident Fund,,,10000,Transfer-Out,INR
1/1/2017,Saving Bank account 1,Money transfer,,,100000,Expense,INR
12/31/2016,Saving Bank account 1,Food,Grocery,milk + butter + biscuits/toast,77,Expense,INR
12/31/2016,Saving Bank account 1,Food,Dinner,1 chicken shawarma + 1 chicken lollipop - 1 veg cheese burger,375,Expense,INR
12/31/2016,Cash,Food,snacks,1 Panipuri,25,Expense,INR
12/31/2016,Saving Bank account 1,Gift,,Birthday gift,1096,Expense,INR
12/31/2016,Saving Bank account 1,Health,Medicine,strepsils 1 strip,24,Expense,INR
12/31/2016,Saving Bank account 1,Food,Lunch,veg fried rice,170,Expense,INR
12/31/2016,Saving Bank account 1,Salary,,From workplace ,56574,Income,INR
12/31/2016,Cash,subscription,Edtech Course,EMI 1,2816,Expense,INR
12/31/2016,Saving Bank account 1,Food,Grocery,edible oil,160,Expense,INR
12/30/2016,Cash,Transportation,auto,Permanent Residence to bus stand,100,Expense,INR
12/29/2016,Cash,Other,,xerox,25,Expense,INR
12/29/2016,Cash,Food,snacks,2 chips packets,10,Expense,INR
12/29/2016,Cash,Food,flour mill,1 sher bajri 1 kg dadar 1 kg makka,14,Expense,INR
12/29/2016,Saving Bank account 1,subscription,Tata Sky,,214,Expense,INR
12/29/2016,Saving Bank account 1,Transportation,train,LTT to Place 2 (Patna Exp) cancellation,403,Expense,INR
12/29/2016,Saving Bank account 1,Gift,,Nokia 215 mobile for Aai,3195,Expense,INR
12/28/2016,Cash,Food,Grocery,Monaco biscuits,10,Expense,INR
12/28/2016,Saving Bank account 1,Other,,specs,1780,Expense,INR
